image,method,clip_limit,tile_size,psnr,ssim
238.png,CLAHE,4.0,4x4,6.889,0.2601
238.png,CLAHE,4.0,8x8,6.768,0.2437
238.png,CLAHE,4.0,16x16,6.6459,0.2309
239.png,GHE,,,15.493,0.6023
239.png,CLAHE,1.0,4x4,10.3396,0.3739
239.png,CLAHE,1.0,8x8,10.1862,0.3604
239.png,CLAHE,1.0,16x16,9.9591,0.3362
239.png,CLAHE,2.0,4x4,11.4576,0.4843
239.png,CLAHE,2.0,8x8,11.0601,0.4605
239.png,CLAHE,2.0,16x16,10.5749,0.4209
239.png,CLAHE,3.0,4x4,12.6125,0.5652
239.png,CLAHE,3.0,8x8,11.8474,0.5295
239.png,CLAHE,3.0,16x16,11.1692,0.4854
239.png,CLAHE,4.0,4x4,13.8499,0.6197
239.png,CLAHE,4.0,8x8,12.6678,0.5777
239.png,CLAHE,4.0,16x16,11.7578,0.5318
24.png,GHE,,,17.0613,0.4023
24.png,CLAHE,1.0,4x4,5.6631,0.1646
24.png,CLAHE,1.0,8x8,5.5965,0.1575
24.png,CLAHE,1.0,16x16,5.5249,0.1483
24.png,CLAHE,2.0,4x4,6.0569,0.2197
24.png,CLAHE,2.0,8x8,5.9325,0.2073
24.png,CLAHE,2.0,16x16,5.821,0.1955
24.png,CLAHE,3.0,4x4,6.4405,0.2684
24.png,CLAHE,3.0,8x8,6.2395,0.2494
24.png,CLAHE,3.0,16x16,6.0913,0.2348
24.png,CLAHE,4.0,4x4,6.8152,0.3069
24.png,CLAHE,4.0,8x8,6.5516,0.2842
24.png,CLAHE,4.0,16x16,6.3474,0.2665
240.png,GHE,,,14.6192,0.3602
240.png,CLAHE,1.0,4x4,4.7907,0.1126
240.png,CLAHE,1.0,8x8,4.775,0.1106
240.png,CLAHE,1.0,16x16,4.7003,0.1001
240.png,CLAHE,2.0,4x4,5.0926,0.1541
240.png,CLAHE,2.0,8x8,5.0536,0.1496
240.png,CLAHE,2.0,16x16,4.9562,0.1368
240.png,CLAHE,3.0,4x4,5.3772,0.1909
240.png,CLAHE,3.0,8x8,5.2931,0.1812
240.png,CLAHE,3.0,16x16,5.1712,0.1659
240.png,CLAHE,4.0,4x4,5.6598,0.2221
240.png,CLAHE,4.0,8x8,5.5367,0.2096
240.png,CLAHE,4.0,16x16,5.3771,0.1911
241.png,GHE,,,14.9973,0.3589
241.png,CLAHE,1.0,4x4,5.2742,0.1495
241.png,CLAHE,1.0,8x8,5.2473,0.1459
241.png,CLAHE,1.0,16x16,5.1909,0.1382
241.png,CLAHE,2.0,4x4,5.6244,0.2006
241.png,CLAHE,2.0,8x8,5.5748,0.1943
241.png,CLAHE,2.0,16x16,5.4965,0.1849
241.png,CLAHE,3.0,4x4,5.9376,0.2429
241.png,CLAHE,3.0,8x8,5.8584,0.233
241.png,CLAHE,3.0,16x16,5.7516,0.2216
241.png,CLAHE,4.0,4x4,6.2559,0.2802
241.png,CLAHE,4.0,8x8,6.149,0.2681
241.png,CLAHE,4.0,16x16,6.0042,0.2531
242.png,GHE,,,11.6503,0.2175
242.png,CLAHE,1.0,4x4,9.2897,0.1315
242.png,CLAHE,1.0,8x8,9.2734,0.1295
242.png,CLAHE,1.0,16x16,9.1961,0.1183
242.png,CLAHE,2.0,4x4,9.6889,0.1921
242.png,CLAHE,2.0,8x8,9.6666,0.1886
242.png,CLAHE,2.0,16x16,9.6083,0.1812
242.png,CLAHE,3.0,4x4,10.0316,0.2427
242.png,CLAHE,3.0,8x8,9.9928,0.2378
242.png,CLAHE,3.0,16x16,9.9421,0.2304
242.png,CLAHE,4.0,4x4,10.346,0.2814
242.png,CLAHE,4.0,8x8,10.2986,0.2759
242.png,CLAHE,4.0,16x16,10.2355,0.2679
243.png,GHE,,,16.6408,0.5219
243.png,CLAHE,1.0,4x4,8.1113,0.416
243.png,CLAHE,1.0,8x8,7.9591,0.4012
243.png,CLAHE,1.0,16x16,7.801,0.3837
243.png,CLAHE,2.0,4x4,9.0697,0.5122
243.png,CLAHE,2.0,8x8,8.7726,0.4904
243.png,CLAHE,2.0,16x16,8.4383,0.461
243.png,CLAHE,3.0,4x4,9.9973,0.568
243.png,CLAHE,3.0,8x8,9.4604,0.538
243.png,CLAHE,3.0,16x16,9.0034,0.5068
243.png,CLAHE,4.0,4x4,10.8069,0.5921
243.png,CLAHE,4.0,8x8,10.1216,0.562
243.png,CLAHE,4.0,16x16,9.5476,0.5298
244.png,GHE,,,15.2207,0.3516
244.png,CLAHE,1.0,4x4,6.7739,0.1951
244.png,CLAHE,1.0,8x8,6.7305,0.1886
244.png,CLAHE,1.0,16x16,6.6602,0.1784
244.png,CLAHE,2.0,4x4,7.2123,0.2588
244.png,CLAHE,2.0,8x8,7.1405,0.2491
244.png,CLAHE,2.0,16x16,7.0137,0.2331
244.png,CLAHE,3.0,4x4,7.6289,0.3112
244.png,CLAHE,3.0,8x8,7.4968,0.2959
244.png,CLAHE,3.0,16x16,7.3317,0.277
244.png,CLAHE,4.0,4x4,8.0516,0.357
244.png,CLAHE,4.0,8x8,7.8565,0.3365
244.png,CLAHE,4.0,16x16,7.6362,0.313
246.png,GHE,,,10.6772,0.2257
246.png,CLAHE,1.0,4x4,10.9472,0.2178
246.png,CLAHE,1.0,8x8,10.9034,0.2114
246.png,CLAHE,1.0,16x16,10.809,0.1972
246.png,CLAHE,2.0,4x4,11.4578,0.2906
246.png,CLAHE,2.0,8x8,11.4191,0.2848
246.png,CLAHE,2.0,16x16,11.3248,0.2727
246.png,CLAHE,3.0,4x4,11.9475,0.353
246.png,CLAHE,3.0,8x8,11.8529,0.3405
246.png,CLAHE,3.0,16x16,11.7502,0.3288
246.png,CLAHE,4.0,4x4,12.4347,0.4046
246.png,CLAHE,4.0,8x8,12.3032,0.3897
246.png,CLAHE,4.0,16x16,12.1593,0.3745
247.png,GHE,,,15.3109,0.4796
247.png,CLAHE,1.0,4x4,9.3242,0.4714
247.png,CLAHE,1.0,8x8,9.1513,0.4547
247.png,CLAHE,1.0,16x16,8.9392,0.4306
247.png,CLAHE,2.0,4x4,10.3751,0.5675
247.png,CLAHE,2.0,8x8,10.0362,0.5435
247.png,CLAHE,2.0,16x16,9.6333,0.5095
247.png,CLAHE,3.0,4x4,11.3012,0.6112
247.png,CLAHE,3.0,8x8,10.7544,0.5824
247.png,CLAHE,3.0,16x16,10.2569,0.5513
247.png,CLAHE,4.0,4x4,12.153,0.6236
247.png,CLAHE,4.0,8x8,11.4634,0.5955
247.png,CLAHE,4.0,16x16,10.8211,0.5646
248.png,GHE,,,14.8031,0.2845
248.png,CLAHE,1.0,4x4,5.8067,0.185
248.png,CLAHE,1.0,8x8,5.7441,0.1756
248.png,CLAHE,1.0,16x16,5.6725,0.1638
248.png,CLAHE,2.0,4x4,6.1783,0.2393
248.png,CLAHE,2.0,8x8,6.0696,0.2243
248.png,CLAHE,2.0,16x16,5.9638,0.2092
248.png,CLAHE,3.0,4x4,6.5316,0.2827
248.png,CLAHE,3.0,8x8,6.3426,0.2582
248.png,CLAHE,3.0,16x16,6.2131,0.2415
248.png,CLAHE,4.0,4x4,6.8838,0.3177
248.png,CLAHE,4.0,8x8,6.6323,0.2881
248.png,CLAHE,4.0,16x16,6.4517,0.2664
249.png,GHE,,,14.1531,0.1442
249.png,CLAHE,1.0,4x4,6.0861,0.1008
249.png,CLAHE,1.0,8x8,6.0581,0.0963
249.png,CLAHE,1.0,16x16,6.0045,0.0881
249.png,CLAHE,2.0,4x4,6.3634,0.1432
249.png,CLAHE,2.0,8x8,6.3082,0.1345
249.png,CLAHE,2.0,16x16,6.2663,0.1289
249.png,CLAHE,3.0,4x4,6.5883,0.176
249.png,CLAHE,3.0,8x8,6.5226,0.1655
249.png,CLAHE,3.0,16x16,6.4818,0.1597
249.png,CLAHE,4.0,4x4,6.8078,0.2038
249.png,CLAHE,4.0,8x8,6.72,0.1914
249.png,CLAHE,4.0,16x16,6.6727,0.1844
25.png,GHE,,,15.3282,0.549
25.png,CLAHE,1.0,4x4,5.9593,0.3021
25.png,CLAHE,1.0,8x8,5.8186,0.2877
25.png,CLAHE,1.0,16x16,5.6973,0.2765
25.png,CLAHE,2.0,4x4,6.5701,0.3664
25.png,CLAHE,2.0,8x8,6.3431,0.346
25.png,CLAHE,2.0,16x16,6.1045,0.3258
25.png,CLAHE,3.0,4x4,7.1097,0.409
25.png,CLAHE,3.0,8x8,6.7555,0.3817
25.png,CLAHE,3.0,16x16,6.5022,0.3616
25.png,CLAHE,4.0,4x4,7.6505,0.4383
25.png,CLAHE,4.0,8x8,7.1604,0.4059
25.png,CLAHE,4.0,16x16,6.8503,0.3836
250.png,GHE,,,11.9588,0.3603
250.png,CLAHE,1.0,4x4,12.2237,0.4823
250.png,CLAHE,1.0,8x8,11.9803,0.4594
250.png,CLAHE,1.0,16x16,11.7734,0.438
250.png,CLAHE,2.0,4x4,13.394,0.5734
250.png,CLAHE,2.0,8x8,12.8795,0.5397
250.png,CLAHE,2.0,16x16,12.4647,0.507
250.png,CLAHE,3.0,4x4,14.5472,0.6242
250.png,CLAHE,3.0,8x8,13.6909,0.5827
250.png,CLAHE,3.0,16x16,13.107,0.5455
250.png,CLAHE,4.0,4x4,15.7441,0.6466
250.png,CLAHE,4.0,8x8,14.5275,0.6038
250.png,CLAHE,4.0,16x16,13.6994,0.5633
251.png,GHE,,,14.7055,0.2469
251.png,CLAHE,1.0,4x4,6.4801,0.1981
251.png,CLAHE,1.0,8x8,6.3857,0.1833
251.png,CLAHE,1.0,16x16,6.322,0.1733
251.png,CLAHE,2.0,4x4,6.8585,0.2548
251.png,CLAHE,2.0,8x8,6.6899,0.2318
251.png,CLAHE,2.0,16x16,6.5941,0.2173
251.png,CLAHE,3.0,4x4,7.2236,0.3017
251.png,CLAHE,3.0,8x8,6.9459,0.2677
251.png,CLAHE,3.0,16x16,6.8195,0.25
251.png,CLAHE,4.0,4x4,7.591,0.3409
251.png,CLAHE,4.0,8x8,7.2036,0.2985
251.png,CLAHE,4.0,16x16,7.03,0.2756
252.png,GHE,,,13.187,0.109
252.png,CLAHE,1.0,4x4,4.5864,0.0938
252.png,CLAHE,1.0,8x8,4.5582,0.089
252.png,CLAHE,1.0,16x16,4.5147,0.0817
252.png,CLAHE,2.0,4x4,4.8051,0.1298
252.png,CLAHE,2.0,8x8,4.7549,0.121
252.png,CLAHE,2.0,16x16,4.7183,0.1151
252.png,CLAHE,3.0,4x4,4.9912,0.1585
252.png,CLAHE,3.0,8x8,4.9247,0.1473
252.png,CLAHE,3.0,16x16,4.889,0.1407
252.png,CLAHE,4.0,4x4,5.1666,0.183
252.png,CLAHE,4.0,8x8,5.0816,0.1694
252.png,CLAHE,4.0,16x16,5.0359,0.1612
253.png,GHE,,,11.8043,0.4097
253.png,CLAHE,1.0,4x4,14.6659,0.6834
253.png,CLAHE,1.0,8x8,13.8591,0.6415
253.png,CLAHE,1.0,16x16,13.5809,0.6243
253.png,CLAHE,2.0,4x4,16.7417,0.7396
253.png,CLAHE,2.0,8x8,15.0808,0.6864
253.png,CLAHE,2.0,16x16,14.425,0.6597
253.png,CLAHE,3.0,4x4,18.6233,0.7373
253.png,CLAHE,3.0,8x8,16.0318,0.6852
253.png,CLAHE,3.0,16x16,15.2114,0.6578
253.png,CLAHE,4.0,4x4,20.1397,0.7037
253.png,CLAHE,4.0,8x8,16.9654,0.6606
253.png,CLAHE,4.0,16x16,15.7055,0.6301
254.png,GHE,,,14.454,0.5879
254.png,CLAHE,1.0,4x4,17.5414,0.8519
254.png,CLAHE,1.0,8x8,17.1134,0.844
254.png,CLAHE,1.0,16x16,17.6979,0.8558
254.png,CLAHE,2.0,4x4,18.9036,0.8008
254.png,CLAHE,2.0,8x8,18.1043,0.7861
254.png,CLAHE,2.0,16x16,18.3733,0.7947
254.png,CLAHE,3.0,4x4,19.6992,0.7226
254.png,CLAHE,3.0,8x8,18.5704,0.708
254.png,CLAHE,3.0,16x16,19.1822,0.7081
254.png,CLAHE,4.0,4x4,19.9206,0.6439
254.png,CLAHE,4.0,8x8,18.755,0.6256
254.png,CLAHE,4.0,16x16,18.9958,0.6206
257.png,GHE,,,14.7532,0.4459
257.png,CLAHE,1.0,4x4,7.9459,0.1764
257.png,CLAHE,1.0,8x8,7.9182,0.1726
257.png,CLAHE,1.0,16x16,7.8415,0.162
257.png,CLAHE,2.0,4x4,8.469,0.2468
257.png,CLAHE,2.0,8x8,8.4217,0.2415
257.png,CLAHE,2.0,16x16,8.2986,0.2284
257.png,CLAHE,3.0,4x4,8.9655,0.3065
257.png,CLAHE,3.0,8x8,8.8645,0.2957
257.png,CLAHE,3.0,16x16,8.7484,0.2859
257.png,CLAHE,4.0,4x4,9.4414,0.3568
257.png,CLAHE,4.0,8x8,9.3247,0.3458
257.png,CLAHE,4.0,16x16,9.1755,0.3349
258.png,GHE,,,14.8284,0.5512
258.png,CLAHE,1.0,4x4,9.9204,0.3858
258.png,CLAHE,1.0,8x8,9.8427,0.3786
258.png,CLAHE,1.0,16x16,9.6374,0.3581
258.png,CLAHE,2.0,4x4,10.9855,0.4924
258.png,CLAHE,2.0,8x8,10.8089,0.4799
258.png,CLAHE,2.0,16x16,10.4957,0.4563
258.png,CLAHE,3.0,4x4,11.9815,0.5629
258.png,CLAHE,3.0,8x8,11.6522,0.5428
258.png,CLAHE,3.0,16x16,11.2733,0.522
258.png,CLAHE,4.0,4x4,12.8796,0.6084
258.png,CLAHE,4.0,8x8,12.4666,0.5853
258.png,CLAHE,4.0,16x16,11.9679,0.5623
259.png,GHE,,,19.713,0.6581
259.png,CLAHE,1.0,4x4,7.7661,0.2572
259.png,CLAHE,1.0,8x8,7.7252,0.2514
259.png,CLAHE,1.0,16x16,7.5601,0.2324
259.png,CLAHE,2.0,4x4,8.6154,0.3543
259.png,CLAHE,2.0,8x8,8.5467,0.3467
259.png,CLAHE,2.0,16x16,8.2185,0.3174
259.png,CLAHE,3.0,4x4,9.4788,0.4317
259.png,CLAHE,3.0,8x8,9.3037,0.4162
259.png,CLAHE,3.0,16x16,8.8958,0.3869
259.png,CLAHE,4.0,4x4,10.3635,0.4903
259.png,CLAHE,4.0,8x8,10.0945,0.4721
259.png,CLAHE,4.0,16x16,9.5055,0.4366
26.png,GHE,,,16.9752,0.5624
26.png,CLAHE,1.0,4x4,6.851,0.3336
26.png,CLAHE,1.0,8x8,6.6908,0.3183
26.png,CLAHE,1.0,16x16,6.5565,0.3063
26.png,CLAHE,2.0,4x4,7.5393,0.4045
26.png,CLAHE,2.0,8x8,7.278,0.3827
26.png,CLAHE,2.0,16x16,7.0095,0.3614
26.png,CLAHE,3.0,4x4,8.1481,0.45
26.png,CLAHE,3.0,8x8,7.7479,0.4217
26.png,CLAHE,3.0,16x16,7.4573,0.4003
26.png,CLAHE,4.0,4x4,8.7622,0.4798
26.png,CLAHE,4.0,8x8,8.2051,0.4467
26.png,CLAHE,4.0,16x16,7.836,0.4225
260.png,GHE,,,17.4188,0.4734
260.png,CLAHE,1.0,4x4,7.3277,0.1136
260.png,CLAHE,1.0,8x8,7.3214,0.1128
260.png,CLAHE,1.0,16x16,7.2586,0.1052
260.png,CLAHE,2.0,4x4,7.7145,0.1629
260.png,CLAHE,2.0,8x8,7.7059,0.1609
260.png,CLAHE,2.0,16x16,7.621,0.1522
260.png,CLAHE,3.0,4x4,8.0819,0.2097
260.png,CLAHE,3.0,8x8,8.054,0.2055
260.png,CLAHE,3.0,16x16,7.954,0.1956
260.png,CLAHE,4.0,4x4,8.4575,0.2537
260.png,CLAHE,4.0,8x8,8.4332,0.2497
260.png,CLAHE,4.0,16x16,8.2981,0.2374
261.png,GHE,,,14.3607,0.3242
261.png,CLAHE,1.0,4x4,6.2795,0.059
261.png,CLAHE,1.0,8x8,6.2768,0.0588
261.png,CLAHE,1.0,16x16,6.2396,0.0556
261.png,CLAHE,2.0,4x4,6.5119,0.0868
261.png,CLAHE,2.0,8x8,6.5134,0.087
261.png,CLAHE,2.0,16x16,6.4855,0.0845
261.png,CLAHE,3.0,4x4,6.7309,0.1146
261.png,CLAHE,3.0,8x8,6.7242,0.1143
261.png,CLAHE,3.0,16x16,6.7023,0.1125
261.png,CLAHE,4.0,4x4,6.9328,0.1374
261.png,CLAHE,4.0,8x8,6.9283,0.1372
261.png,CLAHE,4.0,16x16,6.8956,0.1348
262.png,GHE,,,12.2916,0.6177
262.png,CLAHE,1.0,4x4,15.1467,0.6129
262.png,CLAHE,1.0,8x8,15.0232,0.604
262.png,CLAHE,1.0,16x16,14.3777,0.5617
262.png,CLAHE,2.0,4x4,18.0353,0.7497
262.png,CLAHE,2.0,8x8,17.6322,0.7359
262.png,CLAHE,2.0,16x16,16.3784,0.6961
262.png,CLAHE,3.0,4x4,21.2877,0.8077
262.png,CLAHE,3.0,8x8,20.066,0.7863
262.png,CLAHE,3.0,16x16,18.1872,0.7518
262.png,CLAHE,4.0,4x4,23.6249,0.8165
262.png,CLAHE,4.0,8x8,22.1445,0.7978
262.png,CLAHE,4.0,16x16,19.6138,0.7649
263.png,GHE,,,19.8508,0.8097
263.png,CLAHE,1.0,4x4,11.1604,0.5319
263.png,CLAHE,1.0,8x8,10.8423,0.5194
263.png,CLAHE,1.0,16x16,10.4882,0.4886
263.png,CLAHE,2.0,4x4,12.7431,0.6604
263.png,CLAHE,2.0,8x8,12.1371,0.6414
263.png,CLAHE,2.0,16x16,11.5059,0.6095
263.png,CLAHE,3.0,4x4,14.1051,0.7214
263.png,CLAHE,3.0,8x8,13.2078,0.7012
263.png,CLAHE,3.0,16x16,12.4402,0.6743
263.png,CLAHE,4.0,4x4,15.3266,0.7479
263.png,CLAHE,4.0,8x8,14.182,0.7259
263.png,CLAHE,4.0,16x16,13.2205,0.699
264.png,GHE,,,18.8576,0.6151
264.png,CLAHE,1.0,4x4,6.0429,0.1885
264.png,CLAHE,1.0,8x8,5.972,0.1829
264.png,CLAHE,1.0,16x16,5.8948,0.1732
264.png,CLAHE,2.0,4x4,6.5931,0.2556
264.png,CLAHE,2.0,8x8,6.46,0.2461
264.png,CLAHE,2.0,16x16,6.2642,0.2279
264.png,CLAHE,3.0,4x4,7.1319,0.311
264.png,CLAHE,3.0,8x8,6.897,0.2948
264.png,CLAHE,3.0,16x16,6.6641,0.2766
264.png,CLAHE,4.0,4x4,7.6745,0.356
264.png,CLAHE,4.0,8x8,7.359,0.336
264.png,CLAHE,4.0,16x16,7.0578,0.3152
265.png,GHE,,,15.0416,0.4817
265.png,CLAHE,1.0,4x4,8.7766,0.2149
265.png,CLAHE,1.0,8x8,8.7317,0.2102
265.png,CLAHE,1.0,16x16,8.6221,0.1944
265.png,CLAHE,2.0,4x4,9.3862,0.3047
265.png,CLAHE,2.0,8x8,9.3094,0.2973
265.png,CLAHE,2.0,16x16,9.1371,0.28
265.png,CLAHE,3.0,4x4,9.9753,0.3787
265.png,CLAHE,3.0,8x8,9.8438,0.3678
265.png,CLAHE,3.0,16x16,9.662,0.353
265.png,CLAHE,4.0,4x4,10.56,0.4398
265.png,CLAHE,4.0,8x8,10.4098,0.4271
265.png,CLAHE,4.0,16x16,10.1625,0.4097
267.png,GHE,,,16.2606,0.5181
267.png,CLAHE,1.0,4x4,8.2501,0.2286
267.png,CLAHE,1.0,8x8,8.2053,0.2252
267.png,CLAHE,1.0,16x16,8.0868,0.2092
267.png,CLAHE,2.0,4x4,8.9048,0.3149
267.png,CLAHE,2.0,8x8,8.8166,0.3087
267.png,CLAHE,2.0,16x16,8.6293,0.2901
267.png,CLAHE,3.0,4x4,9.5214,0.3855
267.png,CLAHE,3.0,8x8,9.3758,0.3741
267.png,CLAHE,3.0,16x16,9.1668,0.3568
267.png,CLAHE,4.0,4x4,10.1292,0.4435
267.png,CLAHE,4.0,8x8,9.9793,0.4296
267.png,CLAHE,4.0,16x16,9.693,0.4104
27.png,GHE,,,14.9448,0.2418
27.png,CLAHE,1.0,4x4,4.2784,0.0797
27.png,CLAHE,1.0,8x8,4.2519,0.0765
27.png,CLAHE,1.0,16x16,4.2076,0.0714
27.png,CLAHE,2.0,4x4,4.5127,0.1095
27.png,CLAHE,2.0,8x8,4.4758,0.1057
27.png,CLAHE,2.0,16x16,4.4212,0.1011
27.png,CLAHE,3.0,4x4,4.7315,0.1371
27.png,CLAHE,3.0,8x8,4.6772,0.1321
27.png,CLAHE,3.0,16x16,4.6131,0.127
27.png,CLAHE,4.0,4x4,4.9314,0.1579
27.png,CLAHE,4.0,8x8,4.8649,0.1526
27.png,CLAHE,4.0,16x16,4.7774,0.1463
28.png,GHE,,,14.6514,0.2338
28.png,CLAHE,1.0,4x4,4.2482,0.08
28.png,CLAHE,1.0,8x8,4.2237,0.0772
28.png,CLAHE,1.0,16x16,4.1787,0.0716
28.png,CLAHE,2.0,4x4,4.4812,0.11
28.png,CLAHE,2.0,8x8,4.4439,0.1059
28.png,CLAHE,2.0,16x16,4.3892,0.1011
28.png,CLAHE,3.0,4x4,4.6978,0.1374
28.png,CLAHE,3.0,8x8,4.644,0.1322
28.png,CLAHE,3.0,16x16,4.5805,0.1268
28.png,CLAHE,4.0,4x4,4.8929,0.1578
28.png,CLAHE,4.0,8x8,4.831,0.1525
28.png,CLAHE,4.0,16x16,4.7452,0.1461
328.png,GHE,,,13.8418,0.7069
328.png,CLAHE,1.0,4x4,22.2916,0.8153
328.png,CLAHE,1.0,8x8,21.7414,0.8104
328.png,CLAHE,1.0,16x16,21.7649,0.8117
328.png,CLAHE,2.0,4x4,20.0336,0.7887
328.png,CLAHE,2.0,8x8,20.7443,0.7844
328.png,CLAHE,2.0,16x16,21.3432,0.7824
328.png,CLAHE,3.0,4x4,18.1894,0.7602
328.png,CLAHE,3.0,8x8,19.3588,0.7537
328.png,CLAHE,3.0,16x16,20.0002,0.7457
328.png,CLAHE,4.0,4x4,17.0958,0.733
328.png,CLAHE,4.0,8x8,18.2532,0.7213
328.png,CLAHE,4.0,16x16,18.9816,0.7101
33.png,GHE,,,19.9952,0.546
33.png,CLAHE,1.0,4x4,7.8277,0.1986
33.png,CLAHE,1.0,8x8,7.8363,0.1986
33.png,CLAHE,1.0,16x16,7.7085,0.1866
33.png,CLAHE,2.0,4x4,8.3959,0.2691
33.png,CLAHE,2.0,8x8,8.4308,0.2679
33.png,CLAHE,2.0,16x16,8.2493,0.2529
33.png,CLAHE,3.0,4x4,8.9291,0.3338
33.png,CLAHE,3.0,8x8,8.9348,0.3248
33.png,CLAHE,3.0,16x16,8.7252,0.3096
33.png,CLAHE,4.0,4x4,9.4612,0.385
33.png,CLAHE,4.0,8x8,9.4435,0.3692
33.png,CLAHE,4.0,16x16,9.1847,0.3516
330.png,GHE,,,13.868,0.7115
330.png,CLAHE,1.0,4x4,22.4349,0.821
330.png,CLAHE,1.0,8x8,21.9317,0.8165
330.png,CLAHE,1.0,16x16,21.9775,0.8174
330.png,CLAHE,2.0,4x4,20.056,0.7941
330.png,CLAHE,2.0,8x8,20.8216,0.7899
330.png,CLAHE,2.0,16x16,21.5057,0.7881
330.png,CLAHE,3.0,4x4,18.187,0.765
330.png,CLAHE,3.0,8x8,19.4061,0.7588
330.png,CLAHE,3.0,16x16,20.0468,0.75
330.png,CLAHE,4.0,4x4,17.1026,0.738
330.png,CLAHE,4.0,8x8,18.269,0.7261
330.png,CLAHE,4.0,16x16,19.0332,0.7148
342.png,GHE,,,16.5591,0.8148
342.png,CLAHE,1.0,4x4,17.4049,0.8516
342.png,CLAHE,1.0,8x8,16.7468,0.8411
342.png,CLAHE,1.0,16x16,16.4587,0.8385
342.png,CLAHE,2.0,4x4,19.2979,0.8662
342.png,CLAHE,2.0,8x8,18.1407,0.8484
342.png,CLAHE,2.0,16x16,17.6053,0.8408
342.png,CLAHE,3.0,4x4,20.0387,0.8556
342.png,CLAHE,3.0,8x8,18.7954,0.8377
342.png,CLAHE,3.0,16x16,18.0101,0.8203
342.png,CLAHE,4.0,4x4,20.1223,0.8388
342.png,CLAHE,4.0,8x8,19.0951,0.8187
342.png,CLAHE,4.0,16x16,18.2032,0.7964
344.png,GHE,,,12.0414,0.7082
344.png,CLAHE,1.0,4x4,28.2682,0.9394
344.png,CLAHE,1.0,8x8,27.1069,0.9332
344.png,CLAHE,1.0,16x16,27.2781,0.9338
344.png,CLAHE,2.0,4x4,23.3446,0.9026
344.png,CLAHE,2.0,8x8,24.2495,0.8966
344.png,CLAHE,2.0,16x16,25.9443,0.8944
344.png,CLAHE,3.0,4x4,20.3467,0.8605
344.png,CLAHE,3.0,8x8,21.6972,0.8565
344.png,CLAHE,3.0,16x16,23.274,0.8468
344.png,CLAHE,4.0,4x4,18.4899,0.8198
344.png,CLAHE,4.0,8x8,19.8341,0.8156
344.png,CLAHE,4.0,16x16,21.5205,0.8021
35.png,GHE,,,18.5758,0.6408
35.png,CLAHE,1.0,4x4,5.8799,0.1826
35.png,CLAHE,1.0,8x8,5.8235,0.1763
35.png,CLAHE,1.0,16x16,5.7248,0.1648
35.png,CLAHE,2.0,4x4,6.4813,0.2563
35.png,CLAHE,2.0,8x8,6.3456,0.2432
35.png,CLAHE,2.0,16x16,6.1552,0.2241
35.png,CLAHE,3.0,4x4,7.0785,0.3211
35.png,CLAHE,3.0,8x8,6.8115,0.2973
35.png,CLAHE,3.0,16x16,6.5856,0.2778
35.png,CLAHE,4.0,4x4,7.6739,0.3743
35.png,CLAHE,4.0,8x8,7.2911,0.3453
35.png,CLAHE,4.0,16x16,6.992,0.3222
36.png,GHE,,,18.67,0.6586
36.png,CLAHE,1.0,4x4,5.945,0.1787
36.png,CLAHE,1.0,8x8,5.8936,0.1728
36.png,CLAHE,1.0,16x16,5.7976,0.1616
36.png,CLAHE,2.0,4x4,6.5413,0.2529
36.png,CLAHE,2.0,8x8,6.418,0.2408
36.png,CLAHE,2.0,16x16,6.2311,0.2222
36.png,CLAHE,3.0,4x4,7.1379,0.3193
36.png,CLAHE,3.0,8x8,6.8809,0.2953
36.png,CLAHE,3.0,16x16,6.665,0.2773
36.png,CLAHE,4.0,4x4,7.7335,0.3753
36.png,CLAHE,4.0,8x8,7.3608,0.345
36.png,CLAHE,4.0,16x16,7.0726,0.3236
38.png,GHE,,,16.3681,0.3718
38.png,CLAHE,1.0,4x4,6.0471,0.0834
38.png,CLAHE,1.0,8x8,6.0381,0.0826
38.png,CLAHE,1.0,16x16,5.9892,0.0775
38.png,CLAHE,2.0,4x4,6.3412,0.1204
38.png,CLAHE,2.0,8x8,6.3217,0.1188
38.png,CLAHE,2.0,16x16,6.2716,0.1141
38.png,CLAHE,3.0,4x4,6.6075,0.1556
38.png,CLAHE,3.0,8x8,6.5674,0.1521
38.png,CLAHE,3.0,16x16,6.515,0.1475
38.png,CLAHE,4.0,4x4,6.8751,0.1863
38.png,CLAHE,4.0,8x8,6.8224,0.1818
38.png,CLAHE,4.0,16x16,6.751,0.1758
39.png,GHE,,,17.3476,0.5595
39.png,CLAHE,1.0,4x4,8.9842,0.4382
39.png,CLAHE,1.0,8x8,8.8379,0.4262
39.png,CLAHE,1.0,16x16,8.6691,0.413
39.png,CLAHE,2.0,4x4,9.9229,0.5363
39.png,CLAHE,2.0,8x8,9.6325,0.517
39.png,CLAHE,2.0,16x16,9.3122,0.4918
39.png,CLAHE,3.0,4x4,10.8213,0.6007
39.png,CLAHE,3.0,8x8,10.3322,0.5717
39.png,CLAHE,3.0,16x16,9.9087,0.5461
39.png,CLAHE,4.0,4x4,11.7073,0.6357
39.png,CLAHE,4.0,8x8,11.0241,0.6022
39.png,CLAHE,4.0,16x16,10.4753,0.5753
40.png,GHE,,,15.823,0.5813
40.png,CLAHE,1.0,4x4,6.9511,0.3634
40.png,CLAHE,1.0,8x8,6.8457,0.3533
40.png,CLAHE,1.0,16x16,6.7195,0.3412
