image,method,clip_limit,tile_size,psnr,ssim
654.png,CLAHE,4.0,8x8,10.5713,0.4616
654.png,CLAHE,4.0,16x16,9.9535,0.4267
655.png,GHE,,,20.1641,0.5322
655.png,CLAHE,1.0,4x4,7.2244,0.2447
655.png,CLAHE,1.0,8x8,7.1303,0.2361
655.png,CLAHE,1.0,16x16,7.0069,0.2209
655.png,CLAHE,2.0,4x4,7.9323,0.3235
655.png,CLAHE,2.0,8x8,7.7129,0.3053
655.png,CLAHE,2.0,16x16,7.4377,0.2811
655.png,CLAHE,3.0,4x4,8.6418,0.3851
655.png,CLAHE,3.0,8x8,8.2441,0.3565
655.png,CLAHE,3.0,16x16,7.8755,0.3276
655.png,CLAHE,4.0,4x4,9.3733,0.4312
655.png,CLAHE,4.0,8x8,8.812,0.3981
655.png,CLAHE,4.0,16x16,8.3086,0.3636
658.png,GHE,,,17.8702,0.5501
658.png,CLAHE,1.0,4x4,8.4415,0.3559
658.png,CLAHE,1.0,8x8,8.2738,0.3386
658.png,CLAHE,1.0,16x16,8.0836,0.3196
658.png,CLAHE,2.0,4x4,9.4266,0.449
658.png,CLAHE,2.0,8x8,9.0316,0.4187
658.png,CLAHE,2.0,16x16,8.6624,0.3889
658.png,CLAHE,3.0,4x4,10.3033,0.51
658.png,CLAHE,3.0,8x8,9.7028,0.4716
658.png,CLAHE,3.0,16x16,9.2374,0.4396
658.png,CLAHE,4.0,4x4,11.1796,0.548
658.png,CLAHE,4.0,8x8,10.3785,0.5075
658.png,CLAHE,4.0,16x16,9.7514,0.4717
659.png,GHE,,,17.9269,0.5509
659.png,CLAHE,1.0,4x4,8.4553,0.3583
659.png,CLAHE,1.0,8x8,8.2857,0.3407
659.png,CLAHE,1.0,16x16,8.0927,0.3218
659.png,CLAHE,2.0,4x4,9.4471,0.4518
659.png,CLAHE,2.0,8x8,9.049,0.4219
659.png,CLAHE,2.0,16x16,8.6698,0.3908
659.png,CLAHE,3.0,4x4,10.3369,0.5129
659.png,CLAHE,3.0,8x8,9.7205,0.4739
659.png,CLAHE,3.0,16x16,9.2529,0.4424
659.png,CLAHE,4.0,4x4,11.2194,0.551
659.png,CLAHE,4.0,8x8,10.4125,0.5106
659.png,CLAHE,4.0,16x16,9.7615,0.4741
660.png,GHE,,,14.0714,0.2855
660.png,CLAHE,1.0,4x4,8.3471,0.19
660.png,CLAHE,1.0,8x8,8.2554,0.1787
660.png,CLAHE,1.0,16x16,8.1932,0.1696
660.png,CLAHE,2.0,4x4,8.7963,0.2535
660.png,CLAHE,2.0,8x8,8.6305,0.2366
660.png,CLAHE,2.0,16x16,8.5573,0.2276
660.png,CLAHE,3.0,4x4,9.2277,0.3078
660.png,CLAHE,3.0,8x8,8.9477,0.2827
660.png,CLAHE,3.0,16x16,8.8497,0.2713
660.png,CLAHE,4.0,4x4,9.6699,0.3512
660.png,CLAHE,4.0,8x8,9.2652,0.3206
660.png,CLAHE,4.0,16x16,9.127,0.3067
661.png,GHE,,,14.0847,0.2927
661.png,CLAHE,1.0,4x4,8.3498,0.1914
661.png,CLAHE,1.0,8x8,8.2566,0.1798
661.png,CLAHE,1.0,16x16,8.1925,0.1706
661.png,CLAHE,2.0,4x4,8.7999,0.2558
661.png,CLAHE,2.0,8x8,8.6265,0.2379
661.png,CLAHE,2.0,16x16,8.5611,0.23
661.png,CLAHE,3.0,4x4,9.233,0.3109
661.png,CLAHE,3.0,8x8,8.9449,0.2848
661.png,CLAHE,3.0,16x16,8.8547,0.2743
661.png,CLAHE,4.0,4x4,9.6725,0.3552
661.png,CLAHE,4.0,8x8,9.2695,0.3245
661.png,CLAHE,4.0,16x16,9.134,0.3108
662.png,GHE,,,13.3526,0.3401
662.png,CLAHE,1.0,4x4,9.5794,0.2386
662.png,CLAHE,1.0,8x8,9.5569,0.2359
662.png,CLAHE,1.0,16x16,9.4296,0.218
662.png,CLAHE,2.0,4x4,10.1514,0.3163
662.png,CLAHE,2.0,8x8,10.0919,0.3103
662.png,CLAHE,2.0,16x16,9.9095,0.2919
662.png,CLAHE,3.0,4x4,10.7148,0.3782
662.png,CLAHE,3.0,8x8,10.5593,0.3658
662.png,CLAHE,3.0,16x16,10.3056,0.3436
662.png,CLAHE,4.0,4x4,11.2968,0.4298
662.png,CLAHE,4.0,8x8,11.0468,0.4128
662.png,CLAHE,4.0,16x16,10.6971,0.3871
663.png,GHE,,,13.526,0.347
663.png,CLAHE,1.0,4x4,9.4131,0.2133
663.png,CLAHE,1.0,8x8,9.3893,0.2104
663.png,CLAHE,1.0,16x16,9.2619,0.193
663.png,CLAHE,2.0,4x4,9.9529,0.29
663.png,CLAHE,2.0,8x8,9.9115,0.2862
663.png,CLAHE,2.0,16x16,9.7349,0.2677
663.png,CLAHE,3.0,4x4,10.477,0.353
663.png,CLAHE,3.0,8x8,10.3572,0.3421
663.png,CLAHE,3.0,16x16,10.1197,0.3199
663.png,CLAHE,4.0,4x4,11.0137,0.4039
663.png,CLAHE,4.0,8x8,10.8267,0.3895
663.png,CLAHE,4.0,16x16,10.4982,0.3651
664.png,GHE,,,14.6578,0.3081
664.png,CLAHE,1.0,4x4,7.4615,0.1726
664.png,CLAHE,1.0,8x8,7.4147,0.1667
